No.,Time,Source,Destination,Protocol,Length,Time since previous frame in this TCP stream,Source Port,Destination Port,Sequence Number,Acknowledgment Number,Time to Live,Arrival Time,S7 Communication,Data length,Function,Length,Byte Address,Info,label
3290,144.345604,192.168.0.2,224.0.0.251,MDNS,107,,,,,,1,"Jan 22, 2024 16:23:06.261960000 China Standard Time",,,,,,Standard query response 0x0000 A 192.168.0.2 A 192.168.1.241,Normal
3291,144.34616,192.168.0.2,224.0.0.251,MDNS,107,,,,,,1,"Jan 22, 2024 16:23:06.262516000 China Standard Time",,,,,,Standard query response 0x0000 A 192.168.0.2 A 192.168.1.241,Normal
3292,144.437614,192.168.0.2,192.168.0.1,COTP,145,0.311127,56667,102,48693,147267,128,"Jan 22, 2024 16:23:06.353970000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3293,144.437967,192.168.0.2,192.168.0.1,COTP,61,0.000353,56667,102,48784,147321,128,"Jan 22, 2024 16:23:06.354323000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3294,144.438238,192.168.0.2,192.168.0.1,COTP,61,0.000271,56667,102,48791,147583,128,"Jan 22, 2024 16:23:06.354594000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3295,144.591041,192.168.1.241,192.168.1.1,COTP,61,1.103314,62991,102,6096,13976,128,"Jan 22, 2024 16:23:06.507397000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3296,144.591408,192.168.1.241,192.168.1.1,COTP,146,0.000367,62991,102,6103,13976,128,"Jan 22, 2024 16:23:06.507764000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3297,144.615232,192.168.0.13,192.168.0.1,TCP,60,33.243643,46408,102,2745,2073,64,"Jan 22, 2024 16:23:06.531588000 China Standard Time",,,,,,[TCP Dup ACK 2151#2] 46408  >  102 [ACK] Seq=2745 Ack=2073 Win=64069 Len=0,Abnormal
3298,144.637161,192.168.0.2,192.168.0.1,COTP,61,0.993569,56665,102,1515,21480,128,"Jan 22, 2024 16:23:06.553517000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3299,144.70274,192.168.0.2,224.0.0.22,IGMPv3,54,,,,,,1,"Jan 22, 2024 16:23:06.619096000 China Standard Time",,,,,,Membership Report / Join group 224.0.0.252 for any sources,Normal
3300,144.749638,192.168.0.2,192.168.0.1,COTP,145,0.3114,56667,102,48798,147583,128,"Jan 22, 2024 16:23:06.665994000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3301,144.749997,192.168.0.2,192.168.0.1,COTP,61,0.000359,56667,102,48889,147637,128,"Jan 22, 2024 16:23:06.666353000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3302,144.750169,192.168.0.2,192.168.0.1,COTP,61,0.000172,56667,102,48896,147899,128,"Jan 22, 2024 16:23:06.666525000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3303,144.890609,192.168.0.2,192.168.0.1,COTP,61,0.253448,56665,102,1522,21529,128,"Jan 22, 2024 16:23:06.806965000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3304,145.06248,192.168.0.2,192.168.0.1,COTP,145,0.312311,56667,102,48903,147899,128,"Jan 22, 2024 16:23:06.978836000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3305,145.063263,192.168.0.2,192.168.0.1,COTP,61,0.000783,56667,102,48994,147953,128,"Jan 22, 2024 16:23:06.979619000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3306,145.063562,192.168.0.2,192.168.0.1,TCP,54,0.000299,56667,102,49001,148215,128,"Jan 22, 2024 16:23:06.979918000 China Standard Time",,,,,,56667  >  102 [ACK] Seq=49001 Ack=148215 Win=64240 Len=0,Normal
3307,145.063603,192.168.0.2,192.168.0.1,COTP,61,0.000041,56667,102,49001,148215,128,"Jan 22, 2024 16:23:06.979959000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3308,145.377899,192.168.0.2,192.168.0.1,COTP,145,0.314296,56667,102,49008,148215,128,"Jan 22, 2024 16:23:07.294255000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3309,145.378734,192.168.0.2,192.168.0.1,COTP,61,0.000835,56667,102,49099,148269,128,"Jan 22, 2024 16:23:07.295090000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3310,145.378973,192.168.0.2,192.168.0.1,COTP,61,0.000239,56667,102,49106,148531,128,"Jan 22, 2024 16:23:07.295329000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3311,145.631222,192.168.0.2,192.168.0.1,COTP,61,0.740613,56665,102,1529,21659,128,"Jan 22, 2024 16:23:07.547578000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3312,145.690229,192.168.0.2,192.168.0.1,COTP,145,0.311256,56667,102,49113,148531,128,"Jan 22, 2024 16:23:07.606585000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3313,145.690611,192.168.0.2,192.168.0.1,COTP,61,0.000382,56667,102,49204,148585,128,"Jan 22, 2024 16:23:07.606967000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3314,145.69102,192.168.0.2,192.168.0.1,COTP,61,0.000409,56667,102,49211,148847,128,"Jan 22, 2024 16:23:07.607376000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3315,145.701872,192.168.1.241,192.168.1.1,COTP,61,1.110464,62991,102,6195,14063,128,"Jan 22, 2024 16:23:07.618228000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3316,146.001333,192.168.0.2,192.168.0.1,COTP,145,0.310313,56667,102,49218,148847,128,"Jan 22, 2024 16:23:07.917689000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3317,146.001918,192.168.0.2,192.168.0.1,COTP,61,0.000585,56667,102,49309,148901,128,"Jan 22, 2024 16:23:07.918274000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3318,146.002116,192.168.0.2,192.168.0.1,COTP,61,0.000198,56667,102,49316,149163,128,"Jan 22, 2024 16:23:07.918472000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3319,146.314161,192.168.0.2,192.168.0.1,COTP,145,0.312045,56667,102,49323,149163,128,"Jan 22, 2024 16:23:08.230517000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3320,146.31474,192.168.0.2,192.168.0.1,COTP,61,0.000579,56667,102,49414,149217,128,"Jan 22, 2024 16:23:08.231096000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3321,146.315537,192.168.0.2,192.168.0.1,COTP,61,0.000797,56667,102,49421,149479,128,"Jan 22, 2024 16:23:08.231893000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3322,146.335127,192.168.1.241,192.168.1.1,COTP,61,0.633255,62991,102,6202,14112,128,"Jan 22, 2024 16:23:08.251483000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3323,146.630251,192.168.0.2,192.168.0.1,COTP,145,0.314714,56667,102,49428,149479,128,"Jan 22, 2024 16:23:08.546607000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3324,146.630672,192.168.0.2,192.168.0.1,COTP,61,0.000421,56667,102,49519,149533,128,"Jan 22, 2024 16:23:08.547028000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3325,146.631016,192.168.0.2,192.168.0.1,TCP,54,0.000344,56667,102,49526,149795,128,"Jan 22, 2024 16:23:08.547372000 China Standard Time",,,,,,56667  >  102 [ACK] Seq=49526 Ack=149795 Win=64240 Len=0,Normal
3326,146.631058,192.168.0.2,192.168.0.1,COTP,61,0.000042,56667,102,49526,149795,128,"Jan 22, 2024 16:23:08.547414000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3327,146.632336,192.168.0.2,192.168.0.1,COTP,61,1.001114,56665,102,1536,21789,128,"Jan 22, 2024 16:23:08.548692000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3328,146.806304,192.168.1.241,192.168.1.1,COTP,61,0.471177,62991,102,6209,14198,128,"Jan 22, 2024 16:23:08.722660000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3329,146.942248,192.168.0.2,192.168.0.1,COTP,145,0.31119,56667,102,49533,149795,128,"Jan 22, 2024 16:23:08.858604000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3330,146.942862,192.168.0.2,192.168.0.1,COTP,61,0.000614,56667,102,49624,149849,128,"Jan 22, 2024 16:23:08.859218000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3331,146.943211,192.168.0.2,192.168.0.1,COTP,61,0.000349,56667,102,49631,150111,128,"Jan 22, 2024 16:23:08.859567000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3332,147.21811,192.168.0.2,192.168.0.1,COTP,61,0.274899,56667,102,49638,150160,128,"Jan 22, 2024 16:23:09.134466000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3333,147.253109,192.168.0.2,192.168.0.1,COTP,145,0.034999,56667,102,49645,150160,128,"Jan 22, 2024 16:23:09.169465000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3334,147.253527,192.168.0.2,192.168.0.1,COTP,61,0.000418,56667,102,49736,150214,128,"Jan 22, 2024 16:23:09.169883000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3335,147.253677,192.168.0.2,192.168.0.1,COTP,61,0.00015,56667,102,49743,150476,128,"Jan 22, 2024 16:23:09.170033000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3336,147.332999,PcsCompu_53:3b:4f,LLDP_Multicast,LLDP,152,,,,,,,"Jan 22, 2024 16:23:09.249355000 China Standard Time",,,,,,"LA/windows10 LA/port-001 20 SysN=WINDOWS10 SysD=innotek GmbH VirtualBox,1.2,0 + HMI RTClass3 Port Status = OFF",Abnormal
3337,147.562277,192.168.0.2,192.168.0.1,COTP,145,0.3086,56667,102,49750,150476,128,"Jan 22, 2024 16:23:09.478633000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3338,147.562638,192.168.0.2,192.168.0.1,COTP,61,0.000361,56667,102,49841,150530,128,"Jan 22, 2024 16:23:09.478994000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3339,147.562935,192.168.0.2,192.168.0.1,COTP,61,0.000297,56667,102,49848,150792,128,"Jan 22, 2024 16:23:09.479291000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3340,147.625252,192.168.0.2,192.168.0.1,COTP,61,0.992916,56665,102,1543,21919,128,"Jan 22, 2024 16:23:09.541608000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3341,147.876061,192.168.0.2,192.168.0.1,COTP,145,0.313126,56667,102,49855,150792,128,"Jan 22, 2024 16:23:09.792417000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3342,147.876531,192.168.0.2,192.168.0.1,COTP,61,0.00047,56667,102,49946,150846,128,"Jan 22, 2024 16:23:09.792887000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3343,147.877081,192.168.0.2,192.168.0.1,COTP,61,0.00055,56667,102,49953,151108,128,"Jan 22, 2024 16:23:09.793437000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3344,147.911104,192.168.1.241,192.168.1.1,COTP,61,1.1048,62991,102,6216,14285,128,"Jan 22, 2024 16:23:09.827460000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3345,147.911473,192.168.1.241,192.168.1.1,COTP,146,0.000369,62991,102,6223,14285,128,"Jan 22, 2024 16:23:09.827829000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3346,148.191003,192.168.0.2,192.168.0.1,COTP,145,0.313922,56667,102,49960,151108,128,"Jan 22, 2024 16:23:10.107359000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3347,148.191647,192.168.0.2,192.168.0.1,COTP,61,0.000644,56667,102,50051,151162,128,"Jan 22, 2024 16:23:10.108003000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3348,148.19184,192.168.0.2,192.168.0.1,TCP,54,0.000193,56667,102,50058,151424,128,"Jan 22, 2024 16:23:10.108196000 China Standard Time",,,,,,56667  >  102 [ACK] Seq=50058 Ack=151424 Win=64240 Len=0,Normal
3349,148.191884,192.168.0.2,192.168.0.1,COTP,61,0.000044,56667,102,50058,151424,128,"Jan 22, 2024 16:23:10.108240000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3350,148.303562,PcsCompu_7e:76:18,02:c0:a8:00:0c:00,ARP,60,,,,,,,"Jan 22, 2024 16:23:10.219918000 China Standard Time",,,,,,Who has 192.168.0.1? Tell 192.168.0.13,Abnormal
3351,148.499647,192.168.0.2,192.168.0.1,COTP,145,0.307763,56667,102,50065,151424,128,"Jan 22, 2024 16:23:10.416003000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3352,148.500442,192.168.0.2,192.168.0.1,COTP,61,0.000795,56667,102,50156,151478,128,"Jan 22, 2024 16:23:10.416798000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3353,148.50063,192.168.0.2,192.168.0.1,COTP,61,0.000188,56667,102,50163,151740,128,"Jan 22, 2024 16:23:10.416986000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3354,148.620249,192.168.0.2,192.168.0.1,COTP,61,0.994997,56665,102,1550,22049,128,"Jan 22, 2024 16:23:10.536605000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3355,148.813634,192.168.0.2,192.168.0.1,COTP,145,0.313004,56667,102,50170,151740,128,"Jan 22, 2024 16:23:10.729990000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3356,148.814424,192.168.0.2,192.168.0.1,COTP,61,0.00079,56667,102,50261,151794,128,"Jan 22, 2024 16:23:10.730780000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3357,148.814644,192.168.0.2,192.168.0.1,COTP,61,0.00022,56667,102,50268,152056,128,"Jan 22, 2024 16:23:10.731000000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3358,149.020076,192.168.1.241,192.168.1.1,COTP,61,1.108603,62991,102,6315,14371,128,"Jan 22, 2024 16:23:10.936432000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3359,149.129367,192.168.0.2,192.168.0.1,COTP,145,0.314723,56667,102,50275,152056,128,"Jan 22, 2024 16:23:11.045723000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3360,149.129831,192.168.0.2,192.168.0.1,COTP,61,0.000464,56667,102,50366,152110,128,"Jan 22, 2024 16:23:11.046187000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3361,149.130059,192.168.0.2,192.168.0.1,COTP,61,0.000228,56667,102,50373,152372,128,"Jan 22, 2024 16:23:11.046415000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3362,149.438965,192.168.0.2,192.168.0.1,COTP,145,0.308906,56667,102,50380,152372,128,"Jan 22, 2024 16:23:11.355321000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3363,149.439381,192.168.0.2,192.168.0.1,COTP,61,0.000416,56667,102,50471,152426,128,"Jan 22, 2024 16:23:11.355737000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3364,149.439596,192.168.0.2,192.168.0.1,COTP,61,0.000215,56667,102,50478,152688,128,"Jan 22, 2024 16:23:11.355952000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3365,149.486238,192.168.0.13,192.168.0.1,TCP,60,33.158904,35150,102,2451,1820,64,"Jan 22, 2024 16:23:11.402594000 China Standard Time",,,,,,[TCP Dup ACK 2859#1] 35150  >  102 [ACK] Seq=2451 Ack=1820 Win=8198784 Len=0,Abnormal
3366,149.619259,192.168.0.2,192.168.0.1,COTP,61,0.99901,56665,102,1557,22179,128,"Jan 22, 2024 16:23:11.535615000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3367,149.751893,192.168.0.2,192.168.0.1,COTP,145,0.312297,56667,102,50485,152688,128,"Jan 22, 2024 16:23:11.668249000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3368,149.752273,192.168.0.2,192.168.0.1,COTP,61,0.00038,56667,102,50576,152742,128,"Jan 22, 2024 16:23:11.668629000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3369,149.752694,192.168.0.2,192.168.0.1,TCP,54,0.000421,56667,102,50583,153004,128,"Jan 22, 2024 16:23:11.669050000 China Standard Time",,,,,,56667  >  102 [ACK] Seq=50583 Ack=153004 Win=64240 Len=0,Normal
3370,149.752733,192.168.0.2,192.168.0.1,COTP,61,0.000039,56667,102,50583,153004,128,"Jan 22, 2024 16:23:11.669089000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3371,150.066677,192.168.0.2,192.168.0.1,COTP,145,0.313944,56667,102,50590,153004,128,"Jan 22, 2024 16:23:11.983033000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3372,150.067042,192.168.0.2,192.168.0.1,COTP,61,0.000365,56667,102,50681,153058,128,"Jan 22, 2024 16:23:11.983398000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3373,150.067202,192.168.0.2,192.168.0.1,COTP,61,0.00016,56667,102,50688,153320,128,"Jan 22, 2024 16:23:11.983558000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3374,150.126931,192.168.1.241,192.168.1.1,COTP,61,1.106855,62991,102,6322,14458,128,"Jan 22, 2024 16:23:12.043287000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3375,150.377479,192.168.0.2,192.168.0.1,COTP,145,0.310277,56667,102,50695,153320,128,"Jan 22, 2024 16:23:12.293835000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3376,150.378219,192.168.0.2,192.168.0.1,COTP,61,0.00074,56667,102,50786,153374,128,"Jan 22, 2024 16:23:12.294575000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3377,150.378566,192.168.0.2,192.168.0.1,COTP,61,0.000347,56667,102,50793,153636,128,"Jan 22, 2024 16:23:12.294922000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3378,150.428312,192.168.0.2,192.168.0.1,COTP,61,0.809053,56665,102,1564,22228,128,"Jan 22, 2024 16:23:12.344668000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3379,150.615056,192.168.0.2,192.168.0.1,COTP,61,0.186744,56665,102,1571,22358,128,"Jan 22, 2024 16:23:12.531412000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3380,150.688368,192.168.0.2,192.168.0.1,COTP,145,0.309802,56667,102,50800,153636,128,"Jan 22, 2024 16:23:12.604724000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3381,150.689104,192.168.0.2,192.168.0.1,COTP,61,0.000736,56667,102,50891,153690,128,"Jan 22, 2024 16:23:12.605460000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3382,150.689374,192.168.0.2,192.168.0.1,COTP,61,0.00027,56667,102,50898,153952,128,"Jan 22, 2024 16:23:12.605730000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3383,151.001669,192.168.0.2,192.168.0.1,COTP,145,0.312295,56667,102,50905,153952,128,"Jan 22, 2024 16:23:12.918025000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3384,151.002059,192.168.0.2,192.168.0.1,COTP,61,0.00039,56667,102,50996,154006,128,"Jan 22, 2024 16:23:12.918415000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3385,151.002254,192.168.0.2,192.168.0.1,COTP,61,0.000195,56667,102,51003,154268,128,"Jan 22, 2024 16:23:12.918610000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3386,151.23667,192.168.1.241,192.168.1.1,COTP,61,1.109739,62991,102,6329,14544,128,"Jan 22, 2024 16:23:13.153026000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3387,151.237166,192.168.1.241,192.168.1.1,COTP,146,0.000496,62991,102,6336,14544,128,"Jan 22, 2024 16:23:13.153522000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3388,151.317877,192.168.0.2,192.168.0.1,COTP,145,0.315623,56667,102,51010,154268,128,"Jan 22, 2024 16:23:13.234233000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3389,151.318373,192.168.0.2,192.168.0.1,COTP,61,0.000496,56667,102,51101,154322,128,"Jan 22, 2024 16:23:13.234729000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3390,151.318497,192.168.0.2,192.168.0.1,TCP,54,0.000124,56667,102,51108,154584,128,"Jan 22, 2024 16:23:13.234853000 China Standard Time",,,,,,56667  >  102 [ACK] Seq=51108 Ack=154584 Win=64240 Len=0,Normal
3391,151.318534,192.168.0.2,192.168.0.1,COTP,61,0.000037,56667,102,51108,154584,128,"Jan 22, 2024 16:23:13.234890000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3392,151.619061,192.168.0.2,192.168.0.1,COTP,61,1.004005,56665,102,1578,22488,128,"Jan 22, 2024 16:23:13.535417000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3393,151.629929,192.168.0.2,192.168.0.1,COTP,145,0.311395,56667,102,51115,154584,128,"Jan 22, 2024 16:23:13.546285000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3394,151.63047,192.168.0.2,192.168.0.1,COTP,61,0.000541,56667,102,51206,154638,128,"Jan 22, 2024 16:23:13.546826000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3395,151.631145,192.168.0.2,192.168.0.1,COTP,61,0.000675,56667,102,51213,154900,128,"Jan 22, 2024 16:23:13.547501000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3396,151.874779,192.168.1.241,192.168.1.1,COTP,61,0.637613,62991,102,6428,14593,128,"Jan 22, 2024 16:23:13.791135000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3397,151.9418,192.168.0.2,192.168.0.1,COTP,145,0.310655,56667,102,51220,154900,128,"Jan 22, 2024 16:23:13.858156000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3398,151.942232,192.168.0.2,192.168.0.1,COTP,61,0.000432,56667,102,51311,154954,128,"Jan 22, 2024 16:23:13.858588000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3399,151.942513,192.168.0.2,192.168.0.1,COTP,61,0.000281,56667,102,51318,155216,128,"Jan 22, 2024 16:23:13.858869000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3400,152.252903,192.168.0.2,192.168.0.1,COTP,145,0.31039,56667,102,51325,155216,128,"Jan 22, 2024 16:23:14.169259000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3401,152.253512,192.168.0.2,192.168.0.1,COTP,61,0.000609,56667,102,51416,155270,128,"Jan 22, 2024 16:23:14.169868000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3402,152.253821,192.168.0.2,192.168.0.1,COTP,61,0.000309,56667,102,51423,155532,128,"Jan 22, 2024 16:23:14.170177000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3403,152.3192,192.168.0.2,224.0.0.22,IGMPv3,54,,,,,,1,"Jan 22, 2024 16:23:14.235556000 China Standard Time",,,,,,Membership Report / Leave group 224.0.0.252,Normal
3404,152.330839,192.168.0.2,224.0.0.22,IGMPv3,54,,,,,,1,"Jan 22, 2024 16:23:14.247195000 China Standard Time",,,,,,Membership Report / Join group 224.0.0.252 for any sources,Normal
3405,152.331607,192.168.0.2,224.0.0.251,MDNS,81,,,,,,1,"Jan 22, 2024 16:23:14.247963000 China Standard Time",,,,,,"Standard query 0x0000 ANY DESKTOP-5756DN0.local, ""QM"" question",Normal
3406,152.332746,192.168.0.2,224.0.0.251,MDNS,81,,,,,,1,"Jan 22, 2024 16:23:14.249102000 China Standard Time",,,,,,"Standard query 0x0000 ANY DESKTOP-5756DN0.local, ""QM"" question",Normal
3407,152.333536,192.168.0.2,224.0.0.251,MDNS,107,,,,,,1,"Jan 22, 2024 16:23:14.249892000 China Standard Time",,,,,,Standard query response 0x0000 A 192.168.0.2 A 192.168.1.241,Normal
3408,152.333779,192.168.0.2,224.0.0.251,MDNS,81,,,,,,1,"Jan 22, 2024 16:23:14.250135000 China Standard Time",,,,,,"Standard query 0x0000 ANY DESKTOP-5756DN0.local, ""QM"" question",Normal
3409,152.33455,192.168.0.2,224.0.0.252,LLMNR,75,,,,,,1,"Jan 22, 2024 16:23:14.250906000 China Standard Time",,,,,,Standard query 0x8028 ANY DESKTOP-5756DN0,Normal
3410,152.33503,192.168.0.2,224.0.0.251,MDNS,107,,,,,,1,"Jan 22, 2024 16:23:14.251386000 China Standard Time",,,,,,Standard query response 0x0000 A 192.168.0.2 A 192.168.1.241,Normal
3411,152.335624,192.168.0.2,224.0.0.251,MDNS,107,,,,,,1,"Jan 22, 2024 16:23:14.251980000 China Standard Time",,,,,,Standard query response 0x0000 A 192.168.0.2 A 192.168.1.241,Normal
3412,152.348023,192.168.1.241,192.168.1.1,COTP,61,0.473244,62991,102,6435,14679,128,"Jan 22, 2024 16:23:14.264379000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3413,152.562437,192.168.0.2,192.168.0.1,COTP,145,0.308616,56667,102,51430,155532,128,"Jan 22, 2024 16:23:14.478793000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal
3414,152.562848,192.168.0.2,192.168.0.1,COTP,61,0.000411,56667,102,51521,155586,128,"Jan 22, 2024 16:23:14.479204000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3415,152.563105,192.168.0.2,192.168.0.1,COTP,61,0.000257,56667,102,51528,155848,128,"Jan 22, 2024 16:23:14.479461000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
3416,152.614298,192.168.0.2,192.168.0.1,COTP,61,0.995237,56665,102,1585,22618,128,"Jan 22, 2024 16:23:14.530654000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal
